Density,Temperature
0.55,0.0
0.6,0.0
0.61,0.0
0.62,0.4881177529719773
0.63,0.7379666167025006
0.64,0.818716809480958
0.65,0.874056130222794
0.7,1.1491171628042591
0.8,1.592885623545763
0.9,1.9615221371374738
1.0,2.319801477356385
